,İLÇE ADI,MAHALLE ADI,"ARICILIK
","BESLENEN HAYVAN TÜRLERİ
","SULAMA SUYU KAYNAĞI YÖNETİMİ
","HAYVAN BESLEMEDE KULLANILAN ÜRÜNLER
","SULANABİLİR ALANDA YETİŞTİRİLEN ÜRÜNLER
","TARIMSAL SULAMA SUYU KAYNAĞI
","İYİ TARIM UYGULAMALARI
","TARIMSAL SULAMA SUYU
","DOĞRUDAN SATIN ALINABİLECEK ÜRÜNLER
","SULAK ALAN MİKTARI
","MEŞHUR ÜRÜNLER
","EN ÇOK YETİŞTİRİLEN ÜRÜNLER
","TRAKTÖR SAYISI
","BİREYSEL ARAZİ ORTALAMASI
","ALTERNATİF YENİ ÜRÜN ÇEŞİTLERİ ÜRETİMİ
","ENDEMİK (SADECE BU BÖLGEDE YETİŞEN) BİTKİLER
","TALEP EDİLEN TARIMSAL EĞİTİMLER
","TIBBİ VE AROMATİK BİTKİ YETİŞTİRİCİLİĞİ
"
","BUĞDAY, FİĞ, SAMAN, HAZIR YEM
","ÇİLEK, FASULYE, DOMATES, PATATES
","ŞAHSİ KUYULAR
","HAYIR
","VAR
","ŞEKER PANCARI, PATATES, BUĞDAY, DOMATES, ARPA, BİBER, FASULYE
","60%
","SÜT, YOĞURT, PEYNİR
","BUĞDAY, ARPA, FASULYE
","60 Adet
","20 Dekar
","ÇİLEK
","YOK
","MODERN SULAMA SİSTEMLERİ, SEBZE YETİŞTİRİCİLİĞİ, HAYVANCILIK, ÇİLEK YETİŞTİRİCİLİĞİ
","YOK
"

316,Seydişehir,ÇAVUŞ,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","BUĞDAY, ARPA, SAMAN, HAZIR YEM
","BUĞDAY, ARPA, ELMA, ÇİLEK
","ŞAHSİ KUYULAR, YERALTI SULARI
","HAYIR
","VAR
","PATATES, ELMA, DOMATES, ÇİLEK, BİBER
","35%
","SÜT, YAĞ, PEYNİR
","BUĞDAY, PATATES, ARPA
","350 Adet
","70 Dekar
","ÇİLEK
","YOK
","MODERN SULAMA SİSTEMLERİ, HAYVANCILIK
","YOK
"

317,Seydişehir,DİKİLİTAŞ,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","SULAMA KOOPERATİFİ
","YONCA, SİLAJLIK MISIR, HAZIR YEM
","BUĞDAY, ÇİLEK, PATATES
","GÖLET
","HAYIR
","VAR
","PATATES, BUĞDAY, DOMATES, ARPA, KİRAZ, ÇİLEK
","25%
","SÜT, YAĞ, YOĞURT, PEYNİR
","BUĞDAY, PATATES, ARPA, ÇİLEK
","200 Adet
","30 Dekar
","BÖĞÜRTLEN
","YOK
","HAYVANCILIK, ÇİLEK YETİŞTİRİCİLİĞİ
","YOK
"

318,Seydişehir,KIZILCA,"EVET
","BÜYÜKBAŞ
","ŞAHSİ KUYULAR
","BUĞDAY, ARPA, SİLAJLIK MISIR, HAZIR YEM
","FASULYE, DOMATES
","GÖLET, YERALTI SULARI
","HAYIR
","VAR
","NOHUT, FASULYE
","80%
","SÜT, YOĞURT, PEYNİR
","BUĞDAY, FASULYE
","100 Adet
","15 Dekar
","CEVİZ, KİRAZ, ÇİLEK
","YOK
","MODERN SULAMA SİSTEMLERİ, SEBZE YETİŞTİRİCİLİĞİ, MODERN MEYVECİLİK
","YOK
"

319,Seydişehir,KOZLU,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","FİĞ, HAZIR YEM
","FASULYE, DOMATES, PATATES
","GÖLET
","HAYIR
","VAR
","PATATES, DOMATES, FASULYE
","20%
","CANLI HAYVAN
","PATATES, FASULYE
","15 Adet
","10 Dekar
","YOK
","YOK
","YOK
","YOK
"

320,Seydişehir,MADENLİ,"EVET
","BÜYÜKBAŞ
","YOK
","SAMAN, YONCA, HAZIR YEM
","YOK
","YOK
","HAYIR
","YOK
","BUĞDAY, ARPA
","0%
","SÜT, PEYNİR
","BUĞDAY, ARPA
","0 Adet
","10 Dekar
","YOK
","YOK
","YOK
","YOK
"

321,Seydişehir,OĞLAKÇI,"HAYIR
","BÜYÜKBAŞ
","SULAMA KOOPERATİFİ
","KÜSPE, HAZIR YEM
","FASULYE, DOMATES, BİBER
","KOOPERATİF KUYULARI
","HAYIR
","VAR
","DOMATES, BİBER, FASULYE
","70%
","CANLI HAYVAN
","DOMATES, BİBER, FASULYE
","15 Adet
","30 Dekar
","YOK
","YOK
","KIRSALDAN KENTE GÜVENLİ GIDA, SEBZE YETİŞTİRİCİLİĞİ, HAYVANCILIK
","YOK
"

322,Seydişehir,TAŞAĞIL,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","SULAMA KOOPERATİFİ
","BUĞDAY, YONCA, HAZIR YEM
","ŞEKER PANCARI, YONCA, FASULYE, PATATES
","GÖL
","HAYIR
","VAR
","BUĞDAY, ARPA
","60%
","SÜT, PEYNİR
","BUĞDAY, YONCA, FASULYE
","150 Adet
","150 Dekar
","YOK
","YOK
","TARLA BİTKİLERİ YETİŞTİRİCİLİĞİ
","YOK
"

323,Seydişehir,UFACIK,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","YOK
","FİĞ, ARPA, SAMAN, SİLAJLIK MISIR, HAZIR YEM
","YOK
","YOK
","HAYIR
","YOK
","BUĞDAY, ARPA
","0%
","YAĞ, YUMURTA
","BUĞDAY, ARPA
","10 Adet
","10 Dekar
","YOK
","YOK
","HAYVANCILIK, ARI YETİŞTİRİCİLİĞİ
","YOK
"

324,Seydişehir,YAYLACIK,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","SULAMA KOOPERATİFİ
","HAZIR YEM
","ÇİLEK
","GÖLET, YERALTI SULARI
","HAYIR
","VAR
","PATATES, DOMATES, ÇİLEK
","55%
","YAĞ, YOĞURT, CANLI HAYVAN, PEYNİR
","ELMA, PATATES, ÇİLEK
","70 Adet
","25 Dekar
","GOJİ BERRY, AHUDUDU, BÖĞÜRTLEN
","YOK
","HAYVANCILIK, ÇİLEK YETİŞTİRİCİLİĞİ, TARLA BİTKİLERİ YETİŞTİRİCİLİĞİ
","ELMACIK
"

325,Seydişehir,YENİCE,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","SULAMA KOOPERATİFİ
","FİĞ, SAMAN, HAZIR YEM
","DOMATES, PATATES
","YERALTI SULARI
","HAYIR
","VAR
","PATATES, BUĞDAY, DOMATES
","0%
","SÜT, YOĞURT
","BUĞDAY, PATATES
","4 Adet
","0 Dekar
","ÇİLEK
","YOK
","YOK
","YOK
"

326,Taşkent,AFŞAR,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","ARPA, SAMAN, HAZIR YEM
","KİRAZ, ÜZÜM, CEVİZ
","ŞAHSİ KUYULAR
","HAYIR
","VAR
","ELMA, KİRAZ
","5%
","PEKMEZ
","ELMA, ÜZÜM, KİRAZ, CEVİZ
","10 Adet
","5 Dekar
","ÇİLEK
","YOK
","MODERN MEYVECİLİK
","KEKİK
"

327,Taşkent,BALCILAR,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ, KANATLI HAYVAN
","ŞAHSİ KUYULAR
","ARPA, SAMAN
","ELMA, KİRAZ, ÇİLEK, CEVİZ
","YERALTI SULARI
","HAYIR
","VAR
","NOHUT, ELMA, ÜZÜM, ARMUT, KİRAZ
","30%
","BAL, PEYNİR
","KİRAZ
","20 Adet
","15 Dekar
","YOK
","YOK
","SEBZE YETİŞTİRİCİLİĞİ, MODERN MEYVECİLİK
","KEKİK, KUŞBURNU, PAPATYA, KIRKKİLİT OTU, ALIÇ
"

328,Taşkent,BOLAY,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","KÜSPE, ARPA, SAMAN
","ELMA, KİRAZ, ÜZÜM, ÇİLEK, DOMATES, BİBER
","YERALTI SULARI
","HAYIR
","VAR
","ELMA, ÜZÜM, KİRAZ, CEVİZ
","10%
","PEKMEZ
","ELMA, KİRAZ
","2 Adet
","10 Dekar
","ÇİLEK
","YOK
","HAYVANCILIK
","YOK
"

329,Taşkent,KECİMEN,"HAYIR
","KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","HAZIR YEM
","KİRAZ, ÜZÜM, ERİK
","YERALTI SULARI
","HAYIR
","VAR
","ÜZÜM, ÇİLEK
","20%
","KURU ÜZÜM
","ÜZÜM, ÇİLEK
","0 Adet
","20 Dekar
","YOK
","YOK
","YOK
","YOK
"

330,Taşkent,KONGUL,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","SAMAN, HAZIR YEM
","KİRAZ
","YERALTI SULARI
","HAYIR
","VAR
","KİRAZ, FASULYE
","70%
","SÜT, YAĞ, PEYNİR
","KİRAZ
","0 Adet
","0 Dekar
","YOK
","YOK
","MODERN MEYVECİLİK
","YOK
"

331,Taşkent,ILICAPINAR,"EVET
","YOK
","ŞAHSİ KUYULAR
","YOK
","ELMA, KİRAZ, ÜZÜM, ÇİLEK, DOMATES, BİBER, PATATES
","AKARSU
","HAYIR
","VAR
","ELMA, ÜZÜM, DOMATES, KİRAZ
","20%
","KARADUT
","BUĞDAY, ELMA, DOMATES, PATATES, KİRAZ, ÇİLEK
","1 Adet
","7 Dekar
","YOK
","YOK
","KIRSALDAN KENTE GÜVENLİ GIDA
","YOK
"

332,Tuzlukçu,KONARI,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","YOK
","KÜSPE, ARPA, SİLAJLIK MISIR, HAZIR YEM
","YOK
","YOK
","HAYIR
","YOK
","BUĞDAY, DOMATES, ARPA, HAVUÇ
","0%
","SÜT, YAĞ, YOĞURT, PEYNİR
","BUĞDAY, YULAF, ARPA, NOHUT
","70 Adet
","100 Dekar
","YOK
","YOK
","HAYVANCILIK
","NANE, KİMYON
"

333,Tuzlukçu,KORAŞI,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","YOK
","BUĞDAY, ARPA, HAZIR YEM
","YOK
","YOK
","HAYIR
","YOK
","BUĞDAY, ARPA
","0%
","CANLI HAYVAN
","BUĞDAY, ARPA
","150 Adet
","50 Dekar
","YOK
","YOK
","HAYVANCILIK
","YOK
"

334,Tuzlukçu,SUBATAN,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","KÜSPE, ARPA, SAMAN, SİLAJLIK MISIR
","ŞEKER PANCARI
","ŞAHSİ KUYULAR
","HAYIR
","VAR
","ŞEKER PANCARI, BUĞDAY, HAŞHAŞ, ARPA
","30%
","CANLI HAYVAN
","BUĞDAY, ARPA
","30 Adet
","50 Dekar
","YOK
","YOK
","HAYVANCILIK
","YOK
"

335,Tuzlukçu,KÖKLÜCE,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","YULAF, ARPA, HAZIR YEM
","BUĞDAY, ARPA, MISIR
","DERE, YERALTI SULARI
","HAYIR
","VAR
","BUĞDAY, ARPA
","30%
","YOĞURT, PEYNİR
","BUĞDAY, ARPA
","50 Adet
","50 Dekar
","SİLAJLIK MISIR
","YOK
","HAYVANCILIK
","YOK
"

336,Yunak,KUZÖREN,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR, SULAMA KOOPERATİFİ
","YULAF, ARPA, HAZIR YEM
","ŞEKER PANCARI, MISIR, AYÇİÇEĞİ, HAŞHAŞ
","ŞAHSİ KUYULAR, KOOPERATİF KUYULARI
","HAYIR
","VAR
","ŞEKER PANCARI, NOHUT, BUĞDAY, ARPA, AYÇİÇEĞİ, KAVUN, SOĞAN, KARPUZ
","20%
","SÜT, YOĞURT, YUMURTA
","BUĞDAY, ARPA, MERCİMEK, ŞEKER PANCARI, NOHUT
","150 Adet
","40 Dekar
","YOK
","YOK
","YOK
","HAŞHAŞ
"

337,Yunak,KOÇYAZI,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","ARPA, YONCA, SİLAJLIK MISIR, HAZIR YEM
","BUĞDAY, ARPA, YONCA
","ŞAHSİ KUYULAR
","HAYIR
","VAR
","BUĞDAY, YULAF, ARPA, MERCİMEK, KİMYON, ÇÖREK OTU, ANASON
","10%
","SÜT, YOĞURT, PEYNİR
","BUĞDAY, ARPA, ANASON
","350 Adet
","300 Dekar
","FİĞ
","YOK
","KIRSALDAN KENTE GÜVENLİ GIDA, HAYVANCILIK, TIBBİ VE AROMATİK BİTKİ YETİŞTİRİCİLİĞİ, TARLA BİTKİLERİ YETİŞTİRİCİLİĞİ
","ANASON, ÇÖREKOTU, KİMYON
"

338,Yunak,PİRİBEYLİ,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","YOK
","BUĞDAY, ARPA, SAMAN, HAZIR YEM
","YOK
","YOK
","HAYIR
","YOK
","BUĞDAY, ARPA
","0%
","SÜT, YOĞURT
","BUĞDAY, ARPA
","700 Adet
","300 Dekar
","ANASON, KİMYON, ASPİR
","YOK
","HAYVANCILIK, TIBBİ VE AROMATİK BİTKİ YETİŞTİRİCİLİĞİ, TARLA BİTKİLERİ YETİŞTİRİCİLİĞİ
","ANASON, KİMYON
"

339,Yunak,ALTINÖZ,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","ARPA, SAMAN, YONCA, SİLAJLIK MISIR
","ŞEKER PANCARI, AYÇİÇEĞİ, PATATES
","ŞAHSİ KUYULAR
","EVET
","VAR
","MISIR, ŞEKER PANCARI, PATATES, AYÇİÇEĞİ
","60%
","BAL
","MISIR, PATATES, AYÇİÇEĞİ, ŞEKER PANCARI
","70 Adet
","400 Dekar
","REZENE, ÇÖREKOTU
","YOK
","MODERN SULAMA SİSTEMLERİ, HAYVANCILIK, TARLA BİTKİLERİ YETİŞTİRİCİLİĞİ
","ÇÖREKOTU, REZENE
"

340,Yunak,AYRITEPE,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","YOK
","KÜSPE, ARPA, SAMAN, HAZIR YEM
","YOK
","YOK
","HAYIR
","YOK
","BUĞDAY, ARPA, ANASON
","0%
","SÜT
","BUĞDAY, ARPA, ANASON
","40 Adet
","50 Dekar
","YOK
","YOK
","HAYVANCILIK, TIBBİ VE AROMATİK BİTKİ YETİŞTİRİCİLİĞİ
","ANASON, DAĞ ÇAYI
"

341,Yunak,BEŞIŞIKLI,"EVET
","BÜYÜKBAŞ
","ŞAHSİ KUYULAR
","BUĞDAY, FİĞ, ARPA, YONCA
","BUĞDAY, KİMYON
","ŞAHSİ KUYULAR
","HAYIR
","VAR
","BUĞDAY, ARPA, KİMYON, ANASON
","20%
","SÜT, YAĞ, KAYMAK, PEYNİR, YUMURTA
","BUĞDAY, ARPA, KİMYON
","10 Adet
","200 Dekar
","KİMYON, ÇÖREKOTU
","ÇATRIK BİTKİSİ
","MODERN SULAMA SİSTEMLERİ, HAYVANCILIK, TARLA BİTKİLERİ YETİŞTİRİCİLİĞİ
","KİMYON
"

342,Yunak,CEBRAİL,"HAYIR
","BÜYÜKBAŞ
","YOK
","KÜSPE, KEPEK, SAMAN, YONCA, SİLAJLIK MISIR, HAZIR YEM
","YOK
","YOK
","HAYIR
","YOK
","BUĞDAY, ARPA, ANASON
","0%
","SÜT, YOĞURT
","BUĞDAY, ARPA, ANASON
","50 Adet
","50 Dekar
","YOK
","YOK
","YOK
","ANASON
"

343,Yunak,ÇAYIRBAŞI,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","BUĞDAY, ARPA, YONCA, SİLAJLIK MISIR
","BUĞDAY, MISIR
","ŞAHSİ KUYULAR, YERALTI SULARI
","HAYIR
","VAR
","MISIR, BUĞDAY, ARPA, MERCİMEK, KİMYON, ANASON
","10%
","SÜT
","BUĞDAY, ARPA, KİMYON, ÇÖREK OTU
","300 Adet
","200 Dekar
","YOK
","YOK
","MODERN SULAMA SİSTEMLERİ, KIRSALDAN KENTE GÜVENLİ GIDA, HAYVANCILIK, TIBBİ VE AROMATİK BİTKİ YETİŞTİRİCİLİĞİ
","ANASON, ÇÖREKOTU, KİŞNİŞ, KİMYON
"

344,Yunak,HACIÖMEROĞLU,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","SAMAN, YONCA, HAZIR YEM
","SOĞAN
","DERE
","HAYIR
","VAR
","BUĞDAY, ARPA, SOĞAN
","40%
","SÜT
","BUĞDAY, ARPA, SOĞAN
","100 Adet
","100 Dekar
","YOK
","YOK
","MODERN SULAMA SİSTEMLERİ, TIBBİ VE AROMATİK BİTKİ YETİŞTİRİCİLİĞİ
","ANASON, ÇÖREKOTU, KİMYON
"

345,Yunak,HATIRLI,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","SAMAN, YONCA, HAZIR YEM
","BUĞDAY, FASULYE, PATATES
","ŞAHSİ KUYULAR
","EVET
","VAR
","NOHUT, BUĞDAY, YULAF, ARPA, MERCİMEK, FASULYE
","30%
","SÜT
","BUĞDAY, ARPA, MERCİMEK, NOHUT, FASULYE
","60 Adet
","100 Dekar
","YOK
","YOK
","HAYVANCILIK, TIBBİ VE AROMATİK BİTKİ YETİŞTİRİCİLİĞİ
","ANASON, ÇÖREKOTU, KİMYON
"

346,Yunak,HARUNLAR,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","YOK
","KÜSPE, ARPA, SAMAN, HAZIR YEM
","YOK
","YOK
","EVET
","YOK
","BUĞDAY, ARPA, MERCİMEK, KİMYON
","0%
","SÜT
","BUĞDAY, ARPA, MERCİMEK
","50 Adet
","200 Dekar
","ANASON, TRİTİKALE
","YOK
","MODERN SULAMA SİSTEMLERİ, HAYVANCILIK, TIBBİ VE AROMATİK BİTKİ YETİŞTİRİCİLİĞİ
","KİMYON
"

347,Yunak,HURSUNLU,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","BUĞDAY, KÜSPE, ARPA, SAMAN, HAZIR YEM
","ŞEKER PANCARI, FASULYE
","YERALTI SULARI
","HAYIR
","VAR
","ŞEKER PANCARI, BUĞDAY, ARPA, FASULYE
","60%
","SÜT, PEYNİR
","BUĞDAY, ARPA, FASULYE
","150 Adet
","150 Dekar
","YOK
","YOK
","MODERN SULAMA SİSTEMLERİ, HAYVANCILIK, TIBBİ VE AROMATİK BİTKİ YETİŞTİRİCİLİĞİ
","DAĞ ÇAYI
"

348,Yunak,İMAMOĞLU,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","KÜSPE, ARPA, SİLAJLIK MISIR, HAZIR YEM
","ŞEKER PANCARI, AYÇİÇEĞİ, FASULYE
","YERALTI SULARI
","HAYIR
","VAR
","MISIR, ŞEKER PANCARI, BUĞDAY, ARPA, AYÇİÇEĞİ, FASULYE
","10%
","SÜT
","MISIR, BUĞDAY, PATATES, ARPA, FASULYE
","60 Adet
","150 Dekar
","MISIR
","YOK
","MODERN SULAMA SİSTEMLERİ, HAYVANCILIK, TIBBİ VE AROMATİK BİTKİ YETİŞTİRİCİLİĞİ
","ANASON, KİMYON
"

349,Yunak,KARGALI,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ, KANATLI HAYVAN
","YOK
","BUĞDAY, KÜSPE, ARPA, SAMAN, HAZIR YEM
","YOK
","YOK
","HAYIR
","YOK
","NOHUT, BUĞDAY, ARPA, MERCİMEK, KİMYON
","0%
","SÜT, CANLI HAYVAN
","BUĞDAY, ARPA, MERCİMEK, KİMYON
","10 Adet
","300 Dekar
","KANOLA
","YOK
","HAYVANCILIK, TARLA BİTKİLERİ YETİŞTİRİCİLİĞİ
","ÇÖREKOTU, KİMYON
"

350,Yunak,KARAYAYLA,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","BUĞDAY, KÜSPE, ARPA, YONCA, SİLAJLIK MISIR, HAZIR YEM
","ŞEKER PANCARI, MISIR, AYÇİÇEĞİ
","YERALTI SULARI
","EVET
","VAR
","PATATES, BUĞDAY, ARPA, AYÇİÇEĞİ, KİMYON, FASULYE
","80%
","SÜT
","BUĞDAY, PATATES, ARPA, AYÇİÇEĞİ, KİMYON
","100 Adet
","250 Dekar
","YOK
","YOK
","MODERN SULAMA SİSTEMLERİ, HAYVANCILIK, TIBBİ VE AROMATİK BİTKİ YETİŞTİRİCİLİĞİ
","KİMYON
"

351,Yunak,KILLAR,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR, SULAMA KOOPERATİFİ
","FİĞ, ARPA, SAMAN, YONCA, SİLAJLIK MISIR
","ŞEKER PANCARI, MISIR, AYÇİÇEĞİ
","ŞAHSİ KUYULAR, KOOPERATİF KUYULARI
","HAYIR
","VAR
","MISIR, ŞEKER PANCARI, BUĞDAY, ARPA, AYÇİÇEĞİ
","50%
","SÜT
","MISIR, BUĞDAY, ARPA, AYÇİÇEĞİ, ŞEKER PANCARI
","120 Adet
","100 Dekar
","ANASON
","YOK
","TIBBİ VE AROMATİK BİTKİ YETİŞTİRİCİLİĞİ, TARLA BİTKİLERİ YETİŞTİRİCİLİĞİ, BİOTEKNİK MÜCADELE VE İYİ TARIM UYGULAMALARI
","ANASON
"

352,Yunak,KURTUŞAĞI,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","YOK
","BUĞDAY, KÜSPE, ARPA, SAMAN, YONCA, SİLAJLIK MISIR, HAZIR YEM
","YOK
","YOK
","HAYIR
","YOK
","NOHUT, BUĞDAY, ASPİR, ARPA, MERCİMEK, ANASON
","0%
","SÜT, YOĞURT, PEYNİR
","BUĞDAY, ASPİR, ARPA, MERCİMEK, NOHUT
","80 Adet
","200 Dekar
","ANASON, ASPİR
","YOK
","HAYVANCILIK, TIBBİ VE AROMATİK BİTKİ YETİŞTİRİCİLİĞİ
","ASPİR, ANASON, DAĞ ÇAYI, KİMYON
"

353,Yunak,KUYUBAŞI,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","KÜSPE, ARPA, SAMAN, HAZIR YEM
","ŞEKER PANCARI, MISIR
","YERALTI SULARI
","EVET
","VAR
","MISIR, ŞEKER PANCARI, BUĞDAY, ARPA, AYÇİÇEĞİ, KİMYON
","10%
","SÜT
","MISIR, BUĞDAY, ARPA, AYÇİÇEĞİ, ŞEKER PANCARI
","300 Adet
","100 Dekar
","ANASON
","YOK
","HAYVANCILIK
","ANASON, ÇÖREKOTU, KİŞNİŞ, KİMYON
"

354,Yunak,ODABAŞI,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","FİĞ, KÜSPE, SAMAN, YONCA, SİLAJLIK MISIR, HAZIR YEM
","BUĞDAY, ŞEKER PANCARI, MISIR, FASULYE
","ŞAHSİ KUYULAR, GÖLET
","HAYIR
","VAR
","MISIR, ŞEKER PANCARI, NOHUT, BUĞDAY, AYÇİÇEĞİ, FASULYE
","45%
","SÜT
","BUĞDAY, ARPA, MERCİMEK, ŞEKER PANCARI
","250 Adet
","70 Dekar
","ANASON, KİMYON, ÇÖREKOTU
","YOK
","MODERN SULAMA SİSTEMLERİ, HAYVANCILIK, TIBBİ VE AROMATİK BİTKİ YETİŞTİRİCİLİĞİ
","ANASON, ÇÖREKOTU
"

355,Yunak,ORTAKIŞLA,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","BUĞDAY, ARPA, SAMAN, HAZIR YEM
","BUĞDAY, ARPA
","ŞAHSİ KUYULAR, DERE
","HAYIR
","VAR
","BUĞDAY, ARPA, KİMYON, SOĞAN
","10%
","SÜT
","BUĞDAY, ARPA, SOĞAN
","100 Adet
","150 Dekar
","YOK
","YOK
","MODERN SULAMA SİSTEMLERİ, TARLA BİTKİLERİ YETİŞTİRİCİLİĞİ
","KİMYON
"

356,Yunak,ÖZYAYLA,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","ARPA, YONCA, HAZIR YEM
","ŞEKER PANCARI, MISIR, AYÇİÇEĞİ
","DERE
","HAYIR
","VAR
","MISIR, ŞEKER PANCARI, NOHUT, BUĞDAY, ARPA, AYÇİÇEĞİ, MERCİMEK, KİMYON
","5%
","SÜT, YOĞURT, PEYNİR
","MISIR, BUĞDAY, ARPA, AYÇİÇEĞİ, MERCİMEK, KİMYON
","50 Adet
","150 Dekar
","YOK
","YOK
","KIRSALDAN KENTE GÜVENLİ GIDA, HAYVANCILIK, TIBBİ VE AROMATİK BİTKİ YETİŞTİRİCİLİĞİ, TARLA BİTKİLERİ YETİŞTİRİCİLİĞİ
","ANASON, ÇÖREKOTU
"

357,Yunak,SERTLER,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","ARPA, SAMAN, YONCA, SİLAJLIK MISIR, HAZIR YEM
","ŞEKER PANCARI
","ŞAHSİ KUYULAR
","EVET
","VAR
","MISIR, ŞEKER PANCARI, BUĞDAY, ARPA, KİMYON
","20%
","SÜT, YOĞURT, PEYNİR
","BUĞDAY, ARPA, KİMYON, ŞEKER PANCARI
","15 Adet
","60 Dekar
","YOK
","YOK
","MODERN SULAMA SİSTEMLERİ, KIRSALDAN KENTE GÜVENLİ GIDA, HAYVANCILIK, TIBBİ VE AROMATİK BİTKİ YETİŞTİRİCİLİĞİ
","KİMYON
"

358,Yunak,SEVİNÇ,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","YOK
","ARPA, ÇAVDAR, SAMAN, YONCA, HAZIR YEM
","YOK
","YOK
","HAYIR
","YOK
","BUĞDAY, ARPA, KİRAZ, MERCİMEK, KİMYON, VİŞNE
","0%
","SÜT, PEYNİR
","BUĞDAY, ARPA, KİMYON
","75 Adet
","75 Dekar
","YOK
","YOK
","MODERN SULAMA SİSTEMLERİ, HAYVANCILIK, TIBBİ VE AROMATİK BİTKİ YETİŞTİRİCİLİĞİ
","KEKİK, ADA ÇAYI, KİMYON
"

359,Yunak,SIRAM,"EVET
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","YOK
","BUĞDAY, ARPA, SAMAN, HAZIR YEM
","YOK
","YOK
","HAYIR
","YOK
","BUĞDAY, ARPA, ANASON
","0%
","YOĞURT, PEYNİR
","BUĞDAY, ARPA
","55 Adet
","200 Dekar
","YOK
","YOK
","MODERN SULAMA SİSTEMLERİ, TARLA BİTKİLERİ YETİŞTİRİCİLİĞİ
","REZENE, KİMYON
"

360,Yunak,YEŞİLOBA,"HAYIR
","BÜYÜKBAŞ, KÜÇÜKBAŞ
","ŞAHSİ KUYULAR
","YULAF, ARPA, SİLAJLIK MISIR, HAZIR YEM
","ŞEKER PANCARI, MISIR, FASULYE, DOMATES
","ŞAHSİ KUYULAR
","EVET
","VAR
","MISIR, BUĞDAY, DOMATES, ARPA, FASULYE
","50%
","SÜT, YAĞ, PEYNİR
","MISIR, BUĞDAY, ARPA, ŞEKER PANCARI, FASULYE
","35 Adet
","100 Dekar
","YOK
","YOK
","MODERN SULAMA SİSTEMLERİ, MODERN MEYVECİLİK, HAYVANCILIK, TIBBİ VE AROMATİK BİTKİ YETİŞTİRİCİLİĞİ
","ANASON, KEKİK, KİMYON
"

361,Yunak,YEŞİLYAYLA,"EVET
